date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:47:29	341964/341964	---M--	200	added ('OK')	image/jpeg	date:Wed,%2019%20Feb%202020%2011:39:37%20GMT	http://duruthemes.com/demo/html/annie/dark/images/gallery/13.jpg	C:/Users/Digital%20Monster/Desktop/paro%20website/duruthemes.com/demo/html/annie/dark/images/gallery/13.jpg	(from http://duruthemes.com/demo/html/annie/dark/index.html)
20:47:33	22342/22342	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2013%20Feb%202019%2021:25:41%20GMT	http://duruthemes.com/demo/html/annie/dark/js/jquery.flexslider-min.js	C:/Users/Digital%20Monster/Desktop/paro%20website/duruthemes.com/demo/html/annie/dark/js/jquery.flexslider-min.js	(from http://duruthemes.com/demo/html/annie/dark/index.html)
20:47:33	323132/323132	---M--	200	added ('OK')	image/jpeg	date:Wed,%2019%20Feb%202020%2010:42:24%20GMT	http://duruthemes.com/demo/html/annie/dark/images/gallery/15.jpg	C:/Users/Digital%20Monster/Desktop/paro%20website/duruthemes.com/demo/html/annie/dark/images/gallery/15.jpg	(from http://duruthemes.com/demo/html/annie/dark/index.html)
20:47:34	3268/3268	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2013%20Feb%202019%2021:25:40%20GMT	http://duruthemes.com/demo/html/annie/dark/js/sticky-kit.min.js	C:/Users/Digital%20Monster/Desktop/paro%20website/duruthemes.com/demo/html/annie/dark/js/sticky-kit.min.js	(from http://duruthemes.com/demo/html/annie/dark/index.html)
20:47:35	6687/6687	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2023%20Feb%202020%2018:29:11%20GMT	http://duruthemes.com/demo/html/annie/dark/js/main.js	C:/Users/Digital%20Monster/Desktop/paro%20website/duruthemes.com/demo/html/annie/dark/js/main.js	(from http://duruthemes.com/demo/html/annie/dark/index.html)
20:47:36	226658/226658	---M--	200	added ('OK')	image/jpeg	date:Wed,%2019%20Feb%202020%2010:00:42%20GMT	http://duruthemes.com/demo/html/annie/dark/images/gallery/18.jpg	C:/Users/Digital%20Monster/Desktop/paro%20website/duruthemes.com/demo/html/annie/dark/images/gallery/18.jpg	(from http://duruthemes.com/demo/html/annie/dark/index.html)
20:47:37	68253/68253	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2018%20Feb%202020%2016:50:03%20GMT	http://duruthemes.com/demo/html/annie/dark/js/jquery.fancybox.min.js	C:/Users/Digital%20Monster/Desktop/paro%20website/duruthemes.com/demo/html/annie/dark/js/jquery.fancybox.min.js	(from http://duruthemes.com/demo/html/annie/dark/index.html)
20:47:49	75336/75336	---M--	200	added ('OK')	font/woff2	date:Thu,%2013%20Feb%202020%2005:28:32%20GMT	http://duruthemes.com/demo/html/annie/dark/webfonts/fa-brands-400.woff2	C:/Users/Digital%20Monster/Desktop/paro%20website/duruthemes.com/demo/html/annie/dark/webfonts/fa-brands-400.woff2	(from http://duruthemes.com/demo/html/annie/dark/css/font-awesome.min.css)
20:47:53	88428/88428	---M--	200	added ('OK')	font/woff	date:Thu,%2013%20Feb%202020%2005:28:31%20GMT	http://duruthemes.com/demo/html/annie/dark/webfonts/fa-brands-400.woff	C:/Users/Digital%20Monster/Desktop/paro%20website/duruthemes.com/demo/html/annie/dark/webfonts/fa-brands-400.woff	(from http://duruthemes.com/demo/html/annie/dark/css/font-awesome.min.css)
20:48:00	700503/700503	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2013%20Feb%202020%2005:28:31%20GMT	http://duruthemes.com/demo/html/annie/dark/webfonts/fa-brands-400.svg	C:/Users/Digital%20Monster/Desktop/paro%20website/duruthemes.com/demo/html/annie/dark/webfonts/fa-brands-400.svg	(from http://duruthemes.com/demo/html/annie/dark/css/font-awesome.min.css)
20:48:00	130906/130906	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2013%20Feb%202020%2005:28:29%20GMT	http://duruthemes.com/demo/html/annie/dark/webfonts/fa-brands-400.eot	C:/Users/Digital%20Monster/Desktop/paro%20website/duruthemes.com/demo/html/annie/dark/webfonts/fa-brands-400.eot	(from http://duruthemes.com/demo/html/annie/dark/css/font-awesome.min.css)
20:48:02	130906/130906	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2013%20Feb%202020%2005:28:29%20GMT	http://duruthemes.com/demo/html/annie/dark/webfonts/fa-brands-400-.eot	C:/Users/Digital%20Monster/Desktop/paro%20website/duruthemes.com/demo/html/annie/dark/webfonts/fa-brands-400-.eot	(from http://duruthemes.com/demo/html/annie/dark/css/font-awesome.min.css)
20:48:06	13584/13584	---M--	200	added ('OK')	font/woff2	date:Thu,%2013%20Feb%202020%2005:28:35%20GMT	http://duruthemes.com/demo/html/annie/dark/webfonts/fa-regular-400.woff2	C:/Users/Digital%20Monster/Desktop/paro%20website/duruthemes.com/demo/html/annie/dark/webfonts/fa-regular-400.woff2	(from http://duruthemes.com/demo/html/annie/dark/css/font-awesome.min.css)
20:48:08	34394/34394	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2013%20Feb%202020%2005:28:32%20GMT	http://duruthemes.com/demo/html/annie/dark/webfonts/fa-regular-400.eot	C:/Users/Digital%20Monster/Desktop/paro%20website/duruthemes.com/demo/html/annie/dark/webfonts/fa-regular-400.eot	(from http://duruthemes.com/demo/html/annie/dark/css/font-awesome.min.css)
20:48:08	34394/34394	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2013%20Feb%202020%2005:28:32%20GMT	http://duruthemes.com/demo/html/annie/dark/webfonts/fa-regular-400-.eot	C:/Users/Digital%20Monster/Desktop/paro%20website/duruthemes.com/demo/html/annie/dark/webfonts/fa-regular-400-.eot	(from http://duruthemes.com/demo/html/annie/dark/css/font-awesome.min.css)
20:48:10	16804/16804	---M--	200	added ('OK')	font/woff	date:Thu,%2013%20Feb%202020%2005:28:34%20GMT	http://duruthemes.com/demo/html/annie/dark/webfonts/fa-regular-400.woff	C:/Users/Digital%20Monster/Desktop/paro%20website/duruthemes.com/demo/html/annie/dark/webfonts/fa-regular-400.woff	(from http://duruthemes.com/demo/html/annie/dark/css/font-awesome.min.css)
20:48:11	144452/144452	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2013%20Feb%202020%2005:28:33%20GMT	http://duruthemes.com/demo/html/annie/dark/webfonts/fa-regular-400.svg	C:/Users/Digital%20Monster/Desktop/paro%20website/duruthemes.com/demo/html/annie/dark/webfonts/fa-regular-400.svg	(from http://duruthemes.com/demo/html/annie/dark/css/font-awesome.min.css)
20:48:12	1237/1237	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2006%20Aug%202020%2015:18:11%20GMT	http://duruthemes.com/demo/html/annie/dark/webfonts/fa-solid-900.eot	C:/Users/Digital%20Monster/Desktop/paro%20website/duruthemes.com/demo/html/annie/dark/webfonts/fa-solid-900.eot	(from http://duruthemes.com/demo/html/annie/dark/css/font-awesome.min.css)
20:48:12	1237/1237	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2006%20Aug%202020%2015:18:12%20GMT	http://duruthemes.com/demo/html/annie/dark/webfonts/fa-solid-900-.eot	C:/Users/Digital%20Monster/Desktop/paro%20website/duruthemes.com/demo/html/annie/dark/webfonts/fa-solid-900-.eot	(from http://duruthemes.com/demo/html/annie/dark/css/font-awesome.min.css)
20:48:13	34096/34096	---M--	200	added ('OK')	font/ttf	date:Thu,%2013%20Feb%202020%2005:28:34%20GMT	http://duruthemes.com/demo/html/annie/dark/webfonts/fa-regular-400.ttf	C:/Users/Digital%20Monster/Desktop/paro%20website/duruthemes.com/demo/html/annie/dark/webfonts/fa-regular-400.ttf	(from http://duruthemes.com/demo/html/annie/dark/css/font-awesome.min.css)
20:48:13	130600/130600	---M--	200	added ('OK')	font/ttf	date:Thu,%2013%20Feb%202020%2005:28:30%20GMT	http://duruthemes.com/demo/html/annie/dark/webfonts/fa-brands-400.ttf	C:/Users/Digital%20Monster/Desktop/paro%20website/duruthemes.com/demo/html/annie/dark/webfonts/fa-brands-400.ttf	(from http://duruthemes.com/demo/html/annie/dark/css/font-awesome.min.css)
20:48:15	1237/1237	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2006%20Aug%202020%2015:18:15%20GMT	http://duruthemes.com/demo/html/annie/dark/webfonts/fa-solid-900.svg	C:/Users/Digital%20Monster/Desktop/paro%20website/duruthemes.com/demo/html/annie/dark/webfonts/fa-solid-900.3d.delayed	(from http://duruthemes.com/demo/html/annie/dark/css/font-awesome.min.css)
20:48:18	12795/12795	---M-Z	200	added ('OK')	text/css	date:Tue,%2018%20Feb%202020%2016:49:32%20GMT	http://duruthemes.com/demo/html/annie/dark/css/fancybox.min.css	C:/Users/Digital%20Monster/Desktop/paro%20website/duruthemes.com/demo/html/annie/dark/css/fancybox.min.css	(from http://duruthemes.com/demo/html/annie/dark/index.html)
20:48:20	5103/5103	---M--	200	added ('OK')	image/gif	date:Wed,%2013%20Feb%202019%2021:25:47%20GMT	http://duruthemes.com/demo/html/annie/dark/images/loader.gif	C:/Users/Digital%20Monster/Desktop/paro%20website/duruthemes.com/demo/html/annie/dark/images/loader.gif	(from http://duruthemes.com/demo/html/annie/dark/css/style.css)
20:48:23	75728/75728	---M--	200	added ('OK')	font/woff2	date:Sun,%2016%20Feb%202020%2021:04:02%20GMT	http://duruthemes.com/demo/html/annie/dark/webfonts/fa-solid-900.woff2	C:/Users/Digital%20Monster/Desktop/paro%20website/duruthemes.com/demo/html/annie/dark/webfonts/fa-solid-900.woff2	(from http://duruthemes.com/demo/html/annie/dark/css/font-awesome.min.css)
20:48:29	98384/98384	---M--	200	added ('OK')	font/woff	date:Sun,%2016%20Feb%202020%2021:04:30%20GMT	http://duruthemes.com/demo/html/annie/dark/webfonts/fa-solid-900.woff	C:/Users/Digital%20Monster/Desktop/paro%20website/duruthemes.com/demo/html/annie/dark/webfonts/fa-solid-900.woff	(from http://duruthemes.com/demo/html/annie/dark/css/font-awesome.min.css)
20:48:36	77727/77727	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Sep%202019%2018:22:51%20GMT	http://duruthemes.com/demo/html/annie/dark/images/team/02.jpg	C:/Users/Digital%20Monster/Desktop/paro%20website/duruthemes.com/demo/html/annie/dark/images/team/02.jpg	(from http://duruthemes.com/demo/html/annie/dark/about.html)
20:48:37	102150/102150	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Sep%202019%2018:22:47%20GMT	http://duruthemes.com/demo/html/annie/dark/images/team/01.jpg	C:/Users/Digital%20Monster/Desktop/paro%20website/duruthemes.com/demo/html/annie/dark/images/team/01.jpg	(from http://duruthemes.com/demo/html/annie/dark/about.html)
20:48:44	192472/192472	---M--	200	added ('OK')	font/ttf	date:Sun,%2016%20Feb%202020%2021:04:47%20GMT	http://duruthemes.com/demo/html/annie/dark/webfonts/fa-solid-900.ttf	C:/Users/Digital%20Monster/Desktop/paro%20website/duruthemes.com/demo/html/annie/dark/webfonts/fa-solid-900.ttf	(from http://duruthemes.com/demo/html/annie/dark/css/font-awesome.min.css)
20:48:45	11936/11936	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Mar%202020%2010:52:06%20GMT	http://duruthemes.com/demo/html/annie/dark/post.html	C:/Users/Digital%20Monster/Desktop/paro%20website/duruthemes.com/demo/html/annie/dark/post.html	(from http://duruthemes.com/demo/html/annie/dark/blog.html)
20:48:47	4771/4771	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2008%20Sep%202019%2009:51:46%20GMT	http://duruthemes.com/demo/html/annie/dark/js/googlemap.js	C:/Users/Digital%20Monster/Desktop/paro%20website/duruthemes.com/demo/html/annie/dark/js/googlemap.js	(from http://duruthemes.com/demo/html/annie/dark/contact.html)
20:48:48	126950/126950	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Sep%202019%2018:22:54%20GMT	http://duruthemes.com/demo/html/annie/dark/images/team/03.jpg	C:/Users/Digital%20Monster/Desktop/paro%20website/duruthemes.com/demo/html/annie/dark/images/team/03.jpg	(from http://duruthemes.com/demo/html/annie/dark/about.html)
20:48:49	8982/8982	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Mar%202020%2010:51:57%20GMT	http://duruthemes.com/demo/html/annie/dark/services.html	C:/Users/Digital%20Monster/Desktop/paro%20website/duruthemes.com/demo/html/annie/dark/services.html	(from http://duruthemes.com/demo/html/annie/dark/index.html)
20:49:10	338957/338957	---M--	200	added ('OK')	image/jpeg	date:Wed,%2019%20Feb%202020%2012:13:04%20GMT	http://duruthemes.com/demo/html/annie/dark/images/gallery/14.jpg	C:/Users/Digital%20Monster/Desktop/paro%20website/duruthemes.com/demo/html/annie/dark/images/gallery/14.jpg	(from http://duruthemes.com/demo/html/annie/dark/gallery.html)
20:58:07	13604223/13604223	---M--	200	added ('OK')	video/mp4	date:Wed,%2019%20Feb%202020%2010:39:39%20GMT	http://duruthemes.com/demo/html/annie/dark/images/video.mp4	C:/Users/Digital%20Monster/Desktop/paro%20website/duruthemes.com/demo/html/annie/dark/images/video.mp4	(from http://duruthemes.com/demo/html/annie/dark/gallery.html)
20:58:19	65120/65120	---M--	200	added ('OK')	image/jpeg	date:Wed,%2019%20Feb%202020%2009:49:08%20GMT	http://duruthemes.com/demo/html/annie/dark/images/team/06.jpg	C:/Users/Digital%20Monster/Desktop/paro%20website/duruthemes.com/demo/html/annie/dark/images/team/06.jpg	(from http://duruthemes.com/demo/html/annie/dark/post.html)
20:58:19	9146/9146	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Mar%202020%2010:52:01%20GMT	http://duruthemes.com/demo/html/annie/dark/services-post.html	C:/Users/Digital%20Monster/Desktop/paro%20website/duruthemes.com/demo/html/annie/dark/services-post.html	(from http://duruthemes.com/demo/html/annie/dark/services.html)
20:58:22	79630/79630	---M--	200	added ('OK')	image/jpeg	date:Wed,%2019%20Feb%202020%2009:50:15%20GMT	http://duruthemes.com/demo/html/annie/dark/images/team/04.jpg	C:/Users/Digital%20Monster/Desktop/paro%20website/duruthemes.com/demo/html/annie/dark/images/team/04.jpg	(from http://duruthemes.com/demo/html/annie/dark/post.html)
20:58:23	88880/88880	---M--	200	added ('OK')	image/jpeg	date:Wed,%2019%20Feb%202020%2009:51:08%20GMT	http://duruthemes.com/demo/html/annie/dark/images/team/05.jpg	C:/Users/Digital%20Monster/Desktop/paro%20website/duruthemes.com/demo/html/annie/dark/images/team/05.jpg	(from http://duruthemes.com/demo/html/annie/dark/post.html)
20:58:28	145448/145448	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Sep%202019%2018:16:50%20GMT	http://duruthemes.com/demo/html/annie/dark/images/post.jpg	C:/Users/Digital%20Monster/Desktop/paro%20website/duruthemes.com/demo/html/annie/dark/images/post.jpg	(from http://duruthemes.com/demo/html/annie/dark/post.html)
